Object kind,Source reference,Company,Location,Meter,Point,Unit,Interval minutes,Measure Type,Reading Type,Archive Interval,Index,How Created,Meter Number,Provider Meter Number,Multiplier,Utility Provider,Bill Cycle,Billing Account,Installed point ID,Installed meter ID,Installed gateway ID,Installed node ID,Status,Evidence
Meter,cedar_row_b_unit_401_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 401 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B401,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_401_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 401 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_402_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 402 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B402,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_402_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 402 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_403_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 403 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B403,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_403_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 403 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_404_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 404 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B404,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_404_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 404 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_405_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 405 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B405,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_405_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 405 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_406_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 406 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B406,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_406_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 406 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_407_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 407 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B407,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_407_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 407 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_408_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 408 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B408,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_408_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 408 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_409_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 409 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B409,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_409_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 409 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_410_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 410 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B410,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_410_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 410 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_411_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 411 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B411,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_411_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 411 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_412_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 412 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B412,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_412_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 412 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_413_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 413 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B413,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_413_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 413 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_414_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 414 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B414,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_414_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 414 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_415_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 415 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B415,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_415_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 415 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_416_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 416 Electric,,,,Electric,,,,Enter,SYN-SUB-E-B416,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_416_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 416 Electric,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_house_electric,Cedar Row Apartments,Cedar Row B,Cedar Row B Electric House,,,,Electric,,,,Enter,SYN-SUB-E-BH,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_house_kwh_60m,Cedar Row Apartments,Cedar Row B,Cedar Row B Electric House,Submeter kWh 60m,kWh,60,Electric,Analog,60,,Enter,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_101_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 101 Water,,,,Water,,,,Enter,SYN-SUB-W-B101,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_101_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 101 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_101_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 101 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_102_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 102 Water,,,,Water,,,,Enter,SYN-SUB-W-B102,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_102_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 102 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_102_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 102 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_103_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 103 Water,,,,Water,,,,Enter,SYN-SUB-W-B103,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_103_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 103 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_103_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 103 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_104_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 104 Water,,,,Water,,,,Enter,SYN-SUB-W-B104,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_104_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 104 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_104_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 104 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_105_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 105 Water,,,,Water,,,,Enter,SYN-SUB-W-B105,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_105_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 105 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_105_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 105 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_106_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 106 Water,,,,Water,,,,Enter,SYN-SUB-W-B106,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_106_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 106 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_106_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 106 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_107_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 107 Water,,,,Water,,,,Enter,SYN-SUB-W-B107,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_107_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 107 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_107_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 107 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_108_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 108 Water,,,,Water,,,,Enter,SYN-SUB-W-B108,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_108_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 108 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_108_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 108 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_109_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 109 Water,,,,Water,,,,Enter,SYN-SUB-W-B109,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_109_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 109 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_109_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 109 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_110_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 110 Water,,,,Water,,,,Enter,SYN-SUB-W-B110,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_110_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 110 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_110_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 110 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_111_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 111 Water,,,,Water,,,,Enter,SYN-SUB-W-B111,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_111_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 111 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_111_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 111 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_112_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 112 Water,,,,Water,,,,Enter,SYN-SUB-W-B112,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_112_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 112 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_112_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 112 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_113_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 113 Water,,,,Water,,,,Enter,SYN-SUB-W-B113,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_113_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 113 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_113_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 113 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_114_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 114 Water,,,,Water,,,,Enter,SYN-SUB-W-B114,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_114_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 114 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_114_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 114 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_115_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 115 Water,,,,Water,,,,Enter,SYN-SUB-W-B115,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_115_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 115 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_115_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 115 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_116_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 116 Water,,,,Water,,,,Enter,SYN-SUB-W-B116,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_116_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 116 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_116_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 116 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_201_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 201 Water,,,,Water,,,,Enter,SYN-SUB-W-B201,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_201_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 201 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_201_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 201 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_202_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 202 Water,,,,Water,,,,Enter,SYN-SUB-W-B202,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_202_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 202 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_202_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 202 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_203_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 203 Water,,,,Water,,,,Enter,SYN-SUB-W-B203,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_203_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 203 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_203_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 203 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_204_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 204 Water,,,,Water,,,,Enter,SYN-SUB-W-B204,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_204_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 204 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_204_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 204 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_205_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 205 Water,,,,Water,,,,Enter,SYN-SUB-W-B205,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_205_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 205 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_205_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 205 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_206_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 206 Water,,,,Water,,,,Enter,SYN-SUB-W-B206,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_206_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 206 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_206_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 206 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_207_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 207 Water,,,,Water,,,,Enter,SYN-SUB-W-B207,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_207_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 207 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_207_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 207 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_208_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 208 Water,,,,Water,,,,Enter,SYN-SUB-W-B208,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_208_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 208 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_208_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 208 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_209_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 209 Water,,,,Water,,,,Enter,SYN-SUB-W-B209,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_209_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 209 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_209_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 209 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_210_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 210 Water,,,,Water,,,,Enter,SYN-SUB-W-B210,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_210_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 210 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_210_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 210 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_211_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 211 Water,,,,Water,,,,Enter,SYN-SUB-W-B211,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_211_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 211 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_211_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 211 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_212_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 212 Water,,,,Water,,,,Enter,SYN-SUB-W-B212,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_212_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 212 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_212_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 212 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_213_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 213 Water,,,,Water,,,,Enter,SYN-SUB-W-B213,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_213_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 213 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_213_water_kgal_route,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 213 Water,Route Usage kgal,kgal,43200,Water,AccumulatorDelta,,,Generated by EEM with its register point,,,,,,,,,,,Not entered,
Meter,cedar_row_b_unit_214_water,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 214 Water,,,,Water,,,,Enter,SYN-SUB-W-B214,,,Northlake owned,,,,,,,Not entered,
Point,ch_cedar_row_b_unit_214_water_register,Cedar Row Apartments,Cedar Row B,Cedar Row B Unit 214 Water,Register Reading,Reading,43200,Water,Accumulator,,,"Enter, then capture the generated usage and rate-of-change points",,,,,,,,,,,Not entered,
